도메인,질문번호,질문,1순위 답변,2순위 답변,3순위 답변,답변항목 설명
정책 인지도·만족도(체감도),Q50_1r2,문50-1. 수원시 정책 우선 확대 분야 - 2순위,"주거 및 생활 (456명, 46.4%)","일자리 (312명, 31.7%)","도시계획 및 정비 (215명, 21.9%)","복지
교통
산업 및 경제
일자리
주거 및 생활
도시계획 및 정비
문화, 체육, 관광
교육 및 평생학습
안전
환경 및 기후변화
인구
기타"
정책 인지도·만족도(체감도),Q50a1,문50. 수원시 정책분야 중요도 - 1. 복지,"⑤ (730명, 42.9%)","⑥ (630명, 37.1%)","⑦매우 중요하다 (340명, 20.0%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
정책 인지도·만족도(체감도),Q50a10,문50. 수원시 정책분야 중요도 - 10. 환경 및 기후변화,"⑤ (750명, 42.7%)","⑥ (605명, 34.4%)","④보통 (402명, 22.9%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
정책 인지도·만족도(체감도),Q50a11,문50. 수원시 정책분야 중요도 - 11. 인구,"⑤ (768명, 42.5%)","⑥ (568명, 31.4%)","④보통 (472명, 26.1%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
정책 인지도·만족도(체감도),Q50a2,문50. 수원시 정책분야 중요도 - 2. 교통,"⑤ (720명, 42.3%)","⑥ (605명, 35.5%)","⑦매우 중요하다 (377명, 22.2%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
경제,Q50a3,문50. 수원시 정책분야 중요도 - 3. 산업 및 경제,"⑥ (643명, 38.7%)","⑤ (628명, 37.8%)","⑦매우 중요하다 (390명, 23.5%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
정책 인지도·만족도(체감도),Q50a4,문50. 수원시 정책분야 중요도 - 4. 일자리,"⑤ (658명, 40.0%)","⑥ (534명, 32.5%)","⑦매우 중요하다 (452명, 27.5%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
정책 인지도·만족도(체감도),Q50a5,문50. 수원시 정책분야 중요도 - 5. 주거 및 생활,"⑤ (660명, 41.1%)","⑥ (572명, 35.6%)","④보통 (375명, 23.3%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
정책 인지도·만족도(체감도),Q50a6,문50. 수원시 정책분야 중요도 - 6. 도시계획 및 정비,"⑤ (687명, 40.7%)","⑥ (650명, 38.5%)","④보통 (353명, 20.9%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
정책 인지도·만족도(체감도),Q50a7,"문50. 수원시 정책분야 중요도 - 7. 문화, 체육, 관광","⑤ (727명, 41.4%)","⑥ (676명, 38.5%)","④보통 (354명, 20.1%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
정책 인지도·만족도(체감도),Q50a8,문50. 수원시 정책분야 중요도 - 8. 교육 및 평생학습,"⑤ (713명, 40.5%)","⑥ (644명, 36.5%)","④보통 (405명, 23.0%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
정책 인지도·만족도(체감도),Q50a9,문50. 수원시 정책분야 중요도 - 9. 안전,"⑤ (620명, 38.7%)","⑥ (565명, 35.3%)","⑦매우 중요하다 (416명, 26.0%)","①전혀 중요하지 않다
②
③
④보통
⑤
⑥
⑦매우 중요하다
중요하지 않음
보통
중요함
모름/무응답"
정책 인지도·만족도(체감도),Q51,문51. 수원시 정책에 대한 시민의견 반영 정도,"③보통이다 (972명, 49.2%)","④반영하는 편이다 (870명, 44.1%)","②반영하지 않는 편이다 (133명, 6.7%)","①전혀 반영하지 않는다
②반영하지 않는 편이다
③보통이다
④반영하는 편이다
⑤매우 잘 반영한다
미반영
보통
반영
모름/무응답"
정책 인지도·만족도(체감도),Q52m1,문52. 수원시 정책 정보 습득 방법(중복 응답),"공중파 TV방송(MBC, KBS, SBS 등) (756명, 58.4%)","인터넷 포털사이트, 블로그 등 (321명, 24.8%)","현수막, 포스터 (217명, 16.8%)","공중파 TV방송(MBC, KBS, SBS 등)
종편(종합편성채널), 케이블 TV, 지역방송
중앙지 신문(조선, 중앙, 동아, 한겨레, 경향 등)
지역지 신문(경기일보, 경인일보, 중부일보 등)
수원특례시 및 공공기관 홈페이지/앱
인터넷 포털사이트, 블로그 등
온라인 커뮤니티
유튜브/SNS/카카오톡
대중교통 정보 안내(버스, 지하철, 정류장 등)
현수막, 포스터
자치단체 발행 소식지, 홍보지
행정복지센터 등 공공시설
가족, 지인과의 대화
기타"
정책 인지도·만족도(체감도),Q52m10,문52. 수원시 정책 정보 습득 방법(중복 응답),"가족, 지인과의 대화 (3명, 60.0%)","현수막, 포스터 (2명, 40.0%)",,"공중파 TV방송(MBC, KBS, SBS 등)
종편(종합편성채널), 케이블 TV, 지역방송
중앙지 신문(조선, 중앙, 동아, 한겨레, 경향 등)
지역지 신문(경기일보, 경인일보, 중부일보 등)
수원특례시 및 공공기관 홈페이지/앱
인터넷 포털사이트, 블로그 등
온라인 커뮤니티
유튜브/SNS/카카오톡
대중교통 정보 안내(버스, 지하철, 정류장 등)
현수막, 포스터
자치단체 발행 소식지, 홍보지
행정복지센터 등 공공시설
가족, 지인과의 대화
기타"
정책 인지도·만족도(체감도),Q52m11,문52. 수원시 정책 정보 습득 방법(중복 응답),"자치단체 발행 소식지, 홍보지 (2명, 100.0%)",,,"공중파 TV방송(MBC, KBS, SBS 등)
종편(종합편성채널), 케이블 TV, 지역방송
중앙지 신문(조선, 중앙, 동아, 한겨레, 경향 등)
지역지 신문(경기일보, 경인일보, 중부일보 등)
수원특례시 및 공공기관 홈페이지/앱
인터넷 포털사이트, 블로그 등
온라인 커뮤니티
유튜브/SNS/카카오톡
대중교통 정보 안내(버스, 지하철, 정류장 등)
현수막, 포스터
자치단체 발행 소식지, 홍보지
행정복지센터 등 공공시설
가족, 지인과의 대화
기타"
정책 인지도·만족도(체감도),Q52m12,문52. 수원시 정책 정보 습득 방법(중복 응답),"행정복지센터 등 공공시설 (2명, 100.0%)",,,"공중파 TV방송(MBC, KBS, SBS 등)
종편(종합편성채널), 케이블 TV, 지역방송
중앙지 신문(조선, 중앙, 동아, 한겨레, 경향 등)
지역지 신문(경기일보, 경인일보, 중부일보 등)
수원특례시 및 공공기관 홈페이지/앱
인터넷 포털사이트, 블로그 등
온라인 커뮤니티
유튜브/SNS/카카오톡
대중교통 정보 안내(버스, 지하철, 정류장 등)
현수막, 포스터
자치단체 발행 소식지, 홍보지
행정복지센터 등 공공시설
가족, 지인과의 대화
기타"
정책 인지도·만족도(체감도),Q52m13,문52. 수원시 정책 정보 습득 방법(중복 응답),"가족, 지인과의 대화 (1명, 100.0%)",,,"공중파 TV방송(MBC, KBS, SBS 등)
종편(종합편성채널), 케이블 TV, 지역방송
중앙지 신문(조선, 중앙, 동아, 한겨레, 경향 등)
지역지 신문(경기일보, 경인일보, 중부일보 등)
수원특례시 및 공공기관 홈페이지/앱
인터넷 포털사이트, 블로그 등
온라인 커뮤니티
유튜브/SNS/카카오톡
대중교통 정보 안내(버스, 지하철, 정류장 등)
현수막, 포스터
자치단체 발행 소식지, 홍보지
행정복지센터 등 공공시설
가족, 지인과의 대화
기타"
정책 인지도·만족도(체감도),Q52m2,문52. 수원시 정책 정보 습득 방법(중복 응답),"종편(종합편성채널), 케이블 TV, 지역방송 (260명, 36.1%)","인터넷 포털사이트, 블로그 등 (230명, 31.9%)","현수막, 포스터 (230명, 31.9%)","공중파 TV방송(MBC, KBS, SBS 등)
종편(종합편성채널), 케이블 TV, 지역방송
중앙지 신문(조선, 중앙, 동아, 한겨레, 경향 등)
지역지 신문(경기일보, 경인일보, 중부일보 등)
수원특례시 및 공공기관 홈페이지/앱
인터넷 포털사이트, 블로그 등
온라인 커뮤니티
유튜브/SNS/카카오톡
대중교통 정보 안내(버스, 지하철, 정류장 등)
현수막, 포스터
자치단체 발행 소식지, 홍보지
행정복지센터 등 공공시설
가족, 지인과의 대화
기타"
정책 인지도·만족도(체감도),Q52m3,문52. 수원시 정책 정보 습득 방법(중복 응답),"유튜브/SNS/카카오톡 (201명, 39.3%)","현수막, 포스터 (178명, 34.8%)","자치단체 발행 소식지, 홍보지 (133명, 26.0%)","공중파 TV방송(MBC, KBS, SBS 등)
종편(종합편성채널), 케이블 TV, 지역방송
중앙지 신문(조선, 중앙, 동아, 한겨레, 경향 등)
지역지 신문(경기일보, 경인일보, 중부일보 등)
수원특례시 및 공공기관 홈페이지/앱
인터넷 포털사이트, 블로그 등
온라인 커뮤니티
유튜브/SNS/카카오톡
대중교통 정보 안내(버스, 지하철, 정류장 등)
현수막, 포스터
자치단체 발행 소식지, 홍보지
행정복지센터 등 공공시설
가족, 지인과의 대화
기타"
정책 인지도·만족도(체감도),Q52m4,문52. 수원시 정책 정보 습득 방법(중복 응답),"가족, 지인과의 대화 (148명, 42.2%)","자치단체 발행 소식지, 홍보지 (103명, 29.3%)","현수막, 포스터 (100명, 28.5%)","공중파 TV방송(MBC, KBS, SBS 등)
종편(종합편성채널), 케이블 TV, 지역방송
중앙지 신문(조선, 중앙, 동아, 한겨레, 경향 등)
지역지 신문(경기일보, 경인일보, 중부일보 등)
수원특례시 및 공공기관 홈페이지/앱
인터넷 포털사이트, 블로그 등
온라인 커뮤니티
유튜브/SNS/카카오톡
대중교통 정보 안내(버스, 지하철, 정류장 등)
현수막, 포스터
자치단체 발행 소식지, 홍보지
행정복지센터 등 공공시설
가족, 지인과의 대화
기타"
정책 인지도·만족도(체감도),Q52m5,문52. 수원시 정책 정보 습득 방법(중복 응답),"가족, 지인과의 대화 (98명, 48.0%)","행정복지센터 등 공공시설 (63명, 30.9%)","현수막, 포스터 (43명, 21.1%)","공중파 TV방송(MBC, KBS, SBS 등)
종편(종합편성채널), 케이블 TV, 지역방송
중앙지 신문(조선, 중앙, 동아, 한겨레, 경향 등)
지역지 신문(경기일보, 경인일보, 중부일보 등)
수원특례시 및 공공기관 홈페이지/앱
인터넷 포털사이트, 블로그 등
온라인 커뮤니티
유튜브/SNS/카카오톡
대중교통 정보 안내(버스, 지하철, 정류장 등)
현수막, 포스터
자치단체 발행 소식지, 홍보지
행정복지센터 등 공공시설
가족, 지인과의 대화
기타"
정책 인지도·만족도(체감도),Q52m6,문52. 수원시 정책 정보 습득 방법(중복 응답),"가족, 지인과의 대화 (37명, 59.7%)","행정복지센터 등 공공시설 (14명, 22.6%)","자치단체 발행 소식지, 홍보지 (11명, 17.7%)","공중파 TV방송(MBC, KBS, SBS 등)
종편(종합편성채널), 케이블 TV, 지역방송
중앙지 신문(조선, 중앙, 동아, 한겨레, 경향 등)
지역지 신문(경기일보, 경인일보, 중부일보 등)
수원특례시 및 공공기관 홈페이지/앱
인터넷 포털사이트, 블로그 등
온라인 커뮤니티
유튜브/SNS/카카오톡
대중교통 정보 안내(버스, 지하철, 정류장 등)
현수막, 포스터
자치단체 발행 소식지, 홍보지
행정복지센터 등 공공시설
가족, 지인과의 대화
기타"
정책 인지도·만족도(체감도),Q52m7,문52. 수원시 정책 정보 습득 방법(중복 응답),"가족, 지인과의 대화 (11명, 47.8%)","자치단체 발행 소식지, 홍보지 (6명, 26.1%)","현수막, 포스터 (6명, 26.1%)","공중파 TV방송(MBC, KBS, SBS 등)
종편(종합편성채널), 케이블 TV, 지역방송
중앙지 신문(조선, 중앙, 동아, 한겨레, 경향 등)
지역지 신문(경기일보, 경인일보, 중부일보 등)
수원특례시 및 공공기관 홈페이지/앱
인터넷 포털사이트, 블로그 등
온라인 커뮤니티
유튜브/SNS/카카오톡
대중교통 정보 안내(버스, 지하철, 정류장 등)
현수막, 포스터
자치단체 발행 소식지, 홍보지
행정복지센터 등 공공시설
가족, 지인과의 대화
기타"
정책 인지도·만족도(체감도),Q52m8,문52. 수원시 정책 정보 습득 방법(중복 응답),"행정복지센터 등 공공시설 (6명, 42.9%)","자치단체 발행 소식지, 홍보지 (5명, 35.7%)","가족, 지인과의 대화 (3명, 21.4%)","공중파 TV방송(MBC, KBS, SBS 등)
종편(종합편성채널), 케이블 TV, 지역방송
중앙지 신문(조선, 중앙, 동아, 한겨레, 경향 등)
지역지 신문(경기일보, 경인일보, 중부일보 등)
수원특례시 및 공공기관 홈페이지/앱
인터넷 포털사이트, 블로그 등
온라인 커뮤니티
유튜브/SNS/카카오톡
대중교통 정보 안내(버스, 지하철, 정류장 등)
현수막, 포스터
자치단체 발행 소식지, 홍보지
행정복지센터 등 공공시설
가족, 지인과의 대화
기타"
정책 인지도·만족도(체감도),Q52m9,문52. 수원시 정책 정보 습득 방법(중복 응답),"가족, 지인과의 대화 (6명, 50.0%)","행정복지센터 등 공공시설 (4명, 33.3%)","대중교통 정보 안내(버스, 지하철, 정류장 등) (2명, 16.7%)","공중파 TV방송(MBC, KBS, SBS 등)
종편(종합편성채널), 케이블 TV, 지역방송
중앙지 신문(조선, 중앙, 동아, 한겨레, 경향 등)
지역지 신문(경기일보, 경인일보, 중부일보 등)
수원특례시 및 공공기관 홈페이지/앱
인터넷 포털사이트, 블로그 등
온라인 커뮤니티
유튜브/SNS/카카오톡
대중교통 정보 안내(버스, 지하철, 정류장 등)
현수막, 포스터
자치단체 발행 소식지, 홍보지
행정복지센터 등 공공시설
가족, 지인과의 대화
기타"
정책 인지도·만족도(체감도),Q52op,문52. 수원시 정책 정보 습득 방법_기타,"필요없다 (1명, 50.0%)","피료없음 (1명, 50.0%)",,
정책 인지도·만족도(체감도),Q53,문53. 수원시정 관련 홍보안내 수단 선호 방식,"(관심 주제 등록) 문자알림 (860명, 49.8%)","별도 안내를 받고 싶지 않다 (540명, 31.3%)","우편 서비스(팜플렛, 리플렛 등) (326명, 18.9%)","(관심 주제 등록) 문자알림
E-mail 안내
우편 서비스(팜플렛, 리플렛 등)
시민대상 정책 설명회
기타
별도 안내를 받고 싶지 않다"
정책 인지도·만족도(체감도),Q54,문54. 수원시정 만족도,"⑤ (1063명, 53.7%)","⑥ (494명, 24.9%)","④보통 (424명, 21.4%)","①전혀 만족하지 않는다
②
③
④보통
⑤
⑥
⑦매우 만족한다
불만족
보통
만족
모름/무응답"
도시 이미지·정체성,Q55_1m1,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),"없음 (179명, 49.4%)","모름 (111명, 30.7%)","없다 (72명, 19.9%)",
도시 이미지·정체성,Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),"없음 (270명, 46.6%)","모름/무응답 (186명, 32.1%)","교통체계/인프라/교통연계가 잘됨 (124명, 21.4%)","◎ 경제/민생
경제발전
일자리 지원사업(공동체 일자리,일자리센터 운영 등)
경력단절 여성 취업지원
물가안정
창업지원
소상공인지원 사업
수원기업새빛펀드추진화
기업유치
지역화폐 활성화
첨단/IT산업 육성
활발한 기업 투자
R&D투자
◎ 도로,교통
도로 시설 정비
보행시설
교통체계/인프라/교통연계가 잘됨
첨단 교통시스템 구축
대중교통 이용 편리함
교통비 지원(취준생,노인)
주정차 단속
교통약자 보호
버스정류장의 온열의자 설치
전기차 충전소 확대
◎ 도시 개발/주거환경(재개발,재건축)
주거안정
주거 환경 개선 시행
청년 주거지원(월세지원 등)
도시 재생(재개발, 재건축, 신도기 개발 등)
하수관교체
스마트도시 활성화
◎ 생활환경/인프라
살기좋은 도시
활력있는 도시
차없는 거리
품격있는 도시
생활 편의시설/기반시설 잘되어 있음
휴식공간 잘되어 있음
공공시설 잘되어 있음(화장실,주차장,도서관 등)
다양한 상업시설
깨끗하고 쾌적한 환경
녹지공간 확보
공원/산책로 조성 잘됨
재래시장이 많음
서울근교
경기도의 중심 역할 수행
◎ 친환경 정책
환경보전/친환경/자연친화적 도시
환경개선/정비
환경교육 실시
기후변화 대비
대기오염 관리
폐기물스티커
재활용 정책
쓰레기 분리 배출/수거 잘됨
◎ 사회.복지
다양한 복지헤택/시설 제공함
저소득층, 다문화가정, 한부모가정 등 취약계층 지원
중장년 지원
청년지원사업(
아동·청소년 지원
노인복지(노인복지시설,노인교육 등)
노인돌봄 지원(독거노인,요양지원 등)
장애인 지원사업(활동보조,장애인 시설 등)
아이돌봄 정책 수립
보육환경 우수
출산관련 지원(출산장려금,임신.출산진료비 등)
사회환경
다양한 국비지원
인구정책
봉사활동 지원
젊은 인구 유입 활성화
유기견 보호
◎ 의료/건강
치매관리 프로그램(치매 조기검진사업,치매노인 인식표)
의료시설 좋음(상급병원)
보건의료 지원
시민정신건강센타관리 운영
◎ 교육정책
교육환경 우수(교육체계/인프라 등)
교육정책 (공교육 활성화)
다양한 교육기회 제공(학교방과후,지역아동센터,평생교육원)
◎ 안전/질서유지
안전한 도시(낮은 범죄율,치안 우수)
교통질서 확립
어린이 보행 안전 지도
재해.재난대비
여성안심귀가
CCTV설치
◎ 정책 수립/운영
혁신행정 도시
다양한 정책 시도
시대에 맞는 시정운영
선도적 역할수행
다양한 지원사업 제공
발전/변화추구 하는 도시
행정업무 우수
투명한 재정관리
민원처리 잘됨
신속한 행정업무
친절한 고객응대
◎ 소통 및 시정 홍보
효과적인 홍보활동
시민과 소통 잘함
시민들의 지역사랑
◎ 문화.관광.축제
문화재 보존/관리가 잘됨
역사적 명소/문화재/문화유산이 많음
다양한 전통문화 계승
다양한 문화생활을 즐길수 있음
관광산업 활성화
볼거리 많음
먹거리가 많음
다양한 축제/행사
◎ 여가.체육시설
다양한 여가활동 지원
체육 활동/시설 지원 확대
무인자전거대여
◎ 기타
전반적으로 잘함
없음
모름/무응답"
도시 이미지·정체성,Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),"다양한 문화생활을 즐길수 있음 (21명, 58.3%)","교육환경 우수(교육체계/인프라 등) (9명, 25.0%)","체육 활동/시설 지원 확대 (6명, 16.7%)","◎ 경제/민생
경제발전
일자리 지원사업(공동체 일자리,일자리센터 운영 등)
경력단절 여성 취업지원
물가안정
창업지원
소상공인지원 사업
수원기업새빛펀드추진화
기업유치
지역화폐 활성화
첨단/IT산업 육성
활발한 기업 투자
R&D투자
◎ 도로,교통
도로 시설 정비
보행시설
교통체계/인프라/교통연계가 잘됨
첨단 교통시스템 구축
대중교통 이용 편리함
교통비 지원(취준생,노인)
주정차 단속
교통약자 보호
버스정류장의 온열의자 설치
전기차 충전소 확대
◎ 도시 개발/주거환경(재개발,재건축)
주거안정
주거 환경 개선 시행
청년 주거지원(월세지원 등)
도시 재생(재개발, 재건축, 신도기 개발 등)
하수관교체
스마트도시 활성화
◎ 생활환경/인프라
살기좋은 도시
활력있는 도시
차없는 거리
품격있는 도시
생활 편의시설/기반시설 잘되어 있음
휴식공간 잘되어 있음
공공시설 잘되어 있음(화장실,주차장,도서관 등)
다양한 상업시설
깨끗하고 쾌적한 환경
녹지공간 확보
공원/산책로 조성 잘됨
재래시장이 많음
서울근교
경기도의 중심 역할 수행
◎ 친환경 정책
환경보전/친환경/자연친화적 도시
환경개선/정비
환경교육 실시
기후변화 대비
대기오염 관리
폐기물스티커
재활용 정책
쓰레기 분리 배출/수거 잘됨
◎ 사회.복지
다양한 복지헤택/시설 제공함
저소득층, 다문화가정, 한부모가정 등 취약계층 지원
중장년 지원
청년지원사업(
아동·청소년 지원
노인복지(노인복지시설,노인교육 등)
노인돌봄 지원(독거노인,요양지원 등)
장애인 지원사업(활동보조,장애인 시설 등)
아이돌봄 정책 수립
보육환경 우수
출산관련 지원(출산장려금,임신.출산진료비 등)
사회환경
다양한 국비지원
인구정책
봉사활동 지원
젊은 인구 유입 활성화
유기견 보호
◎ 의료/건강
치매관리 프로그램(치매 조기검진사업,치매노인 인식표)
의료시설 좋음(상급병원)
보건의료 지원
시민정신건강센타관리 운영
◎ 교육정책
교육환경 우수(교육체계/인프라 등)
교육정책 (공교육 활성화)
다양한 교육기회 제공(학교방과후,지역아동센터,평생교육원)
◎ 안전/질서유지
안전한 도시(낮은 범죄율,치안 우수)
교통질서 확립
어린이 보행 안전 지도
재해.재난대비
여성안심귀가
CCTV설치
◎ 정책 수립/운영
혁신행정 도시
다양한 정책 시도
시대에 맞는 시정운영
선도적 역할수행
다양한 지원사업 제공
발전/변화추구 하는 도시
행정업무 우수
투명한 재정관리
민원처리 잘됨
신속한 행정업무
친절한 고객응대
◎ 소통 및 시정 홍보
효과적인 홍보활동
시민과 소통 잘함
시민들의 지역사랑
◎ 문화.관광.축제
문화재 보존/관리가 잘됨
역사적 명소/문화재/문화유산이 많음
다양한 전통문화 계승
다양한 문화생활을 즐길수 있음
관광산업 활성화
볼거리 많음
먹거리가 많음
다양한 축제/행사
◎ 여가.체육시설
다양한 여가활동 지원
체육 활동/시설 지원 확대
무인자전거대여
◎ 기타
전반적으로 잘함
없음
모름/무응답"
도시 이미지·정체성,Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),"교육환경 우수(교육체계/인프라 등) (6명, 60.0%)","경제발전 (2명, 20.0%)","다양한 문화생활을 즐길수 있음 (2명, 20.0%)","◎ 경제/민생
경제발전
일자리 지원사업(공동체 일자리,일자리센터 운영 등)
경력단절 여성 취업지원
물가안정
창업지원
소상공인지원 사업
수원기업새빛펀드추진화
기업유치
지역화폐 활성화
첨단/IT산업 육성
활발한 기업 투자
R&D투자
◎ 도로,교통
도로 시설 정비
보행시설
교통체계/인프라/교통연계가 잘됨
첨단 교통시스템 구축
대중교통 이용 편리함
교통비 지원(취준생,노인)
주정차 단속
교통약자 보호
버스정류장의 온열의자 설치
전기차 충전소 확대
◎ 도시 개발/주거환경(재개발,재건축)
주거안정
주거 환경 개선 시행
청년 주거지원(월세지원 등)
도시 재생(재개발, 재건축, 신도기 개발 등)
하수관교체
스마트도시 활성화
◎ 생활환경/인프라
살기좋은 도시
활력있는 도시
차없는 거리
품격있는 도시
생활 편의시설/기반시설 잘되어 있음
휴식공간 잘되어 있음
공공시설 잘되어 있음(화장실,주차장,도서관 등)
다양한 상업시설
깨끗하고 쾌적한 환경
녹지공간 확보
공원/산책로 조성 잘됨
재래시장이 많음
서울근교
경기도의 중심 역할 수행
◎ 친환경 정책
환경보전/친환경/자연친화적 도시
환경개선/정비
환경교육 실시
기후변화 대비
대기오염 관리
폐기물스티커
재활용 정책
쓰레기 분리 배출/수거 잘됨
◎ 사회.복지
다양한 복지헤택/시설 제공함
저소득층, 다문화가정, 한부모가정 등 취약계층 지원
중장년 지원
청년지원사업(
아동·청소년 지원
노인복지(노인복지시설,노인교육 등)
노인돌봄 지원(독거노인,요양지원 등)
장애인 지원사업(활동보조,장애인 시설 등)
아이돌봄 정책 수립
보육환경 우수
출산관련 지원(출산장려금,임신.출산진료비 등)
사회환경
다양한 국비지원
인구정책
봉사활동 지원
젊은 인구 유입 활성화
유기견 보호
◎ 의료/건강
치매관리 프로그램(치매 조기검진사업,치매노인 인식표)
의료시설 좋음(상급병원)
보건의료 지원
시민정신건강센타관리 운영
◎ 교육정책
교육환경 우수(교육체계/인프라 등)
교육정책 (공교육 활성화)
다양한 교육기회 제공(학교방과후,지역아동센터,평생교육원)
◎ 안전/질서유지
안전한 도시(낮은 범죄율,치안 우수)
교통질서 확립
어린이 보행 안전 지도
재해.재난대비
여성안심귀가
CCTV설치
◎ 정책 수립/운영
혁신행정 도시
다양한 정책 시도
시대에 맞는 시정운영
선도적 역할수행
다양한 지원사업 제공
발전/변화추구 하는 도시
행정업무 우수
투명한 재정관리
민원처리 잘됨
신속한 행정업무
친절한 고객응대
◎ 소통 및 시정 홍보
효과적인 홍보활동
시민과 소통 잘함
시민들의 지역사랑
◎ 문화.관광.축제
문화재 보존/관리가 잘됨
역사적 명소/문화재/문화유산이 많음
다양한 전통문화 계승
다양한 문화생활을 즐길수 있음
관광산업 활성화
볼거리 많음
먹거리가 많음
다양한 축제/행사
◎ 여가.체육시설
다양한 여가활동 지원
체육 활동/시설 지원 확대
무인자전거대여
◎ 기타
전반적으로 잘함
없음
모름/무응답"
도시 이미지·정체성,Q55_2m1,문55-2. 수원시가 시급히 걔선해야하는 것(주관식),"없음 (234명, 46.1%)","없다 (198명, 39.0%)","교통 (76명, 15.0%)",
